run_dir,novelty_mode,negative_selection,novelty_strength_mode,novelty_lr,lambda0,seed,steps,f2p_updates,novelty_updates,unique_actions,exact_repeat_rate,local_25_repeat_rate,early_steps,early_unique_actions,early_exact_repeat_rate,late_steps,late_reward_total,late_productive_reward,invalid_rate,reward_total,productive_reward_total,death_total,scores,mean_f2p_loss,mean_novelty_loss,mean_negative_logprob_change,mean_relative_applied_strength,mean_counterfactual_applied_minus_task,mean_counterfactual_applied_update_change,mean_novelty_update_seconds,max_relative_fixed_norm_error
/home/sunward/tmp-ttt/experiments/dual_lora_novelty_20260902/relative_formal/hard_relative_seed42,learned_fixed_cosine,hard_task_logprob,relative_task_norm,5e-06,0.25,42,500,100,69,151,0.698,0.506,350,116,0.6685714285714286,150,16.0,14.0,0.046,42.0,31.0,11.0,"{""unique_kill"": 6.0, ""kill"": 19.0, ""craft"": 1.0, ""exploration"": 2.0, ""death"": 11.0, ""trade"": 0.0, ""quest"": 1.0, ""side_quest"": 2.0}",0.20757782178418716,-5.2334021237881245,-0.01841530424097311,0.125,-0.17774849892526445,-0.02658609808355147,16.93924325639112,5.757223912687094e-07
/home/sunward/tmp-ttt/experiments/dual_lora_novelty_20260902/relative_formal/uniform_relative_seed42,learned_fixed_cosine,uniform,relative_task_norm,5e-06,0.25,42,500,100,69,126,0.748,0.58,350,103,0.7057142857142857,150,9.0,6.0,0.04,25.0,13.0,12.0,"{""unique_kill"": 3.0, ""kill"": 6.0, ""craft"": 0.0, ""exploration"": 2.0, ""death"": 12.0, ""trade"": 0.0, ""quest"": 1.0, ""side_quest"": 1.0}",0.22108578448057403,-10.71887012635884,-0.0320479067339413,0.12500000000000003,-0.33938422561555665,-0.05466820973417026,10.994802349193048,5.037592312979565e-07
